smiles,group,IC50_nM,pIC50
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,training,4.9,8.310 
C[C@@H](N1C(=O)O[C@](Cc2ccc(F)cc2)(C(=O)NCc3ccc(Cl)c(Cl)c3)C1=O)c4ccc(F)cc4,training,7300,5.137 
COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@@H]4CCc5ccccc45)C2=O)cc(OC)c1,training,17000,4.770 
COc1cc(ccc1O)C(=O)CCc2cc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@@H]4CCc3cc2OC,training,64908.26,4.188 
COc1cc2CC[C@@H]3[C@H](CC[C@]4(C)[C@H](CC[C@@H]34)OC(=O)C)c2cc1C=O,training,64908.26,4.188 
COc1ccc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2c1)OC(=O)C,training,64908.26,4.188 
Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,training,300,6.523 
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC=C2CO,training,145,6.839 
CC1C[C@H](C)C2(CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)O1,training,484,6.315 
CCCOC(=O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,training,92,7.036 
Cc1ccc2c(C(Nc3ccc(Cl)cc3)c4ccccc4Cl)c(C)[nH]c2c1,training,26200,4.582 
CCOC(=O)COc1ccc(cc1CC2CCCCC2)c3ccc(OCCN(C)C)cc3,training,12700,4.896 
CCOC(=O)COc1ccc(cc1Cc2ccc3ccccc3c2)c4ccc(OCCN(C)C)cc4,training,3200,5.495 
CCOC(=O)COc1ccc(cc1)c2ccc(OCCN(C)C)c(Cc3ccc(cc3)c4ccccc4)c2,training,3100,5.509 
CN(C)CCOc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccc(O)cc5)C3,training,1060,5.975 
CCOc1ccc2C(=C(CCCc2c1)c3ccccc3)c4ccc(OCCN(C)C)cc4,training,3,8.523 
CNCCOc1ccc(cc1)C2=C(CCCc3cc(O)ccc23)c4ccccc4,training,3,8.523 
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,training,1400,5.854 
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccccc4,training,230,6.638 
Oc1ccc(cc1)[C@H]2[C@H](Oc3ccccc3)C(=O)N2c4ccc(O)cc4,training,140,6.854 
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc5ccccc5c4,training,150,6.824 
Oc1ccc(cc1)[C@@H]2N(C(=O)C2(c3ccccc3)c4ccccc4)c5ccc(O)cc5,training,40,7.398 
COc1cc(cc(OC)c1OC)[C@H]2[C@@H](N(C2=O)c3ccc(O)cc3)c4ccc(O)cc4,training,1470,5.833 
COc1cc(cc(OC)c1OC)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,training,18000,4.745 
COc1ccc(cc1)[C@H]2[C@H](C(O)c3ccc(O)cc3)C(=O)N2c4cc(OC)c(OC)c(OC)c4,training,8,8.097 
Oc1ccc(cc1)[C@H]2CC(=O)N2c3ccc(O)cc3,training,13000,4.886 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4)cc1,training,9,8.046 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4cccc(OC(F)(F)F)c4)cc1,training,5.9,8.229 
COc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,41,7.387 
Cc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,17,7.770 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccccc4)cc1,training,8.1,8.092 
CC\C(=C(/c1ccc(O)cc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,training,0.15,9.824 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(Cl)cc4)cc1,training,3.7,8.432 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(cc4)C(F)(F)F)cc1,training,4.6,8.337 
COc1ccc(cc1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,3.8,8.420 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(OC(F)(F)F)cc4)cc1,training,1.6,8.796 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4F)cc1,training,3,8.523 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4Cl)cc1,training,2.2,8.658 
COc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,11,7.959 
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,3.9,8.409 
Cc1cc(Cl)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,1.5,8.824 
Cc1cc(OC(F)(F)F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,1,9.000 
Cc1cc(F)ccc1C2=C(c3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,5.8,8.237 
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,0.4,9.398 
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,0.5,9.301 
Cc1cc(F)ccc1C2=C(Nc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,training,25,7.602 
CN(C1=C(C(=O)Oc2cc(O)ccc12)c3ccc(F)cc3C)c4ccc(\C=C\C(=O)O)cc4,training,9.9,8.004 
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4c(F)cc(O)cc4OC2=O,training,1.3,8.886 
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4cc(F)c(O)cc4OC2=O,training,7.4,8.131 
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)c(F)c4OC2=O,training,3.2,8.495 
Cc1cc2C(=C(C(=O)Oc2cc1O)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,training,10,8.000 
Cc1c(O)ccc2C(=C(C(=O)Oc12)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,training,280,6.553 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3ccccc23)c4ccc(OC(F)(F)F)cc4)cc1,training,360,6.444 
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(CO)cc4OC2=O,training,100,7.000 
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,training,390,6.409 
COc1ccc2C(=C(C(=O)Oc2c1)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,training,1100,5.959 
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(F)ccc23)c4ccc(OC(F)(F)F)cc4)cc1,training,5800,5.237 
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,training,72,7.143 
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,training,15,7.824 
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,training,50,7.301 
CCOc1ccc2C(=C(C(=O)Oc2c1)c3ccc(OC(F)(F)F)cc3C)Oc4ccc(\C=C\C(=O)O)cc4,training,50,7.301 
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(N)cc4OC2=O,training,1380,5.860 
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(Cl)ccc4[nH]3)c5ccc(F)cc5,training,3300,5.481 
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)C(F)(F)F)c5ccc(F)cc5,training,3000,5.523 
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(NS(=O)(=O)C)ccc4[nH]3)c5ccc(F)cc5,training,17000,4.770 
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cc[nH]n5)c6ccc(F)cc6,training,6300,5.201 
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5conc5C)c6ccc(F)cc6,training,4900,5.310 
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)N5CCOCC5)c6ccc(F)cc6,training,6100,5.215 
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cccnc5)c6ccc(F)cc6,training,7900,5.102 
CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3c2)\c4ccc(F)cc4Cl,training,6.1,8.215 
CCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,training,151,6.821 
CCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,training,53,7.276 
CCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,training,3.6,8.444 
CCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,training,14,7.854 
CCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,training,11,7.959 
CCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,training,4.8,8.319 
CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,training,100000,4.000 
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCO)cc2)\c3ccccc3,training,210,6.678 
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCF)cc2)\c3ccccc3,training,3.4,8.469 
Oc1ccc(cc1)C2=C([C@H]3O[C@@H]2C[C@@H]3S(=O)(=O)Oc4ccccc4)c5ccc(O)cc5,training,14,7.854 
COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1,training,10800,4.967 
OC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1,training,50,7.301 
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4)c5ccc(O)cc5,training,1210,5.917 
Cc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,training,1080,5.967 
COc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,training,115600,3.937 
Cc1ccccc1OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5,training,460,6.337 
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4O)c5ccc(O)cc5,training,140,6.854 
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(O)cc5,training,1700,5.770 
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(cc4)C(F)(F)F)c5ccc(O)cc5,training,790,6.102 
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4C(F)(F)F)c5ccc(O)cc5,training,640,6.194 
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4cccc5ccccc45)c6ccc(O)cc6,training,130,6.886 
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6,training,920,6.036 
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6,training,160,6.796 
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,training,749,6.126 
CC[C@H](C)[C@@H]1NC(=O)[C@@H](C\C=C/C[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,training,110,6.959 
CC[C@H](C)[C@@H]1NC(=O)[C@@H](C\C=C\C[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,training,390,6.409 
CC[C@H](C)[C@H](NC(=O)C(CC)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N,training,670,6.174 
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N,training,620,6.208 
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,training,13,7.886 
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,training,35,7.456 
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c4c(F)cc(\C=C\C(=O)O)cc4F,training,0.138,9.860 
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c4ccc(\C=C\C(=O)O)cc4,training,0.8511,9.070 
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4c(F)cc(\C=C\C(=O)O)cc4F,training,0.4169,9.380 
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,training,2.089,8.680 
C[C@@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,training,45.71,7.340 
C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,training,46.77,7.330 
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCO)c4ccc(\C=C\C(=O)O)cc4,training,1318.26,5.880 
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(Cl)cc4)C(=O)O,training,30.2,7.520 
C[C@@H]1Cc2c([nH]c3ccc(O)cc23)[C@H](N1CCO)c4ccc(Cl)cc4,training,43.65,7.360 
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCC(=O)O)c4ccc(Cl)cc4,training,776.25,6.110 
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCO)c4ccc(Cl)cc4,training,85.11,7.070 
OC(=O)CCN1CCc2c([nH]c3ccccc23)C1c4ccc(Cl)cc4,test,3715.35,5.430 
OCCN1CCc2c([nH]c3ccccc23)C1c4ccc(Cl)cc4,test,1174.9,5.930 
CCN(Cc1ccc(cc1)C(=O)N2CCc3ccc(OS(=O)(=O)N)cc3C2)Cc4ccccn4,test,3100,5.509 
CCN(Cc1ccc(cc1)C(=O)N2CCc3ccc(O)cc3C2)Cc4ccccn4,test,24600,4.609 
Oc1cc(Cc2ccccc2)c3CC(C(=O)Oc3c1)c4ccc(Cl)cc4,test,120,6.921 
CCCCCC(O)[C@@H]1C2CC3=C(COC(=C3)\C=C\C)C(=O)[C@]2(C)OC1=O,test,16000,4.796 
CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,test,340,6.469 
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,test,70,7.155 
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC(=O)NO)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,test,510,6.292 
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC(=O)Nc4ccccc4N)Cc5cc(O)ccc35)[C@@H]1CC[C@@H]2O,test,210,6.678 
CCCCN(O)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,test,2550,5.593 
CCCCN(O)C(=O)c1cccc(NC(=O)CCCCCS[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)c1,test,50,7.301 
CN(C)CCOc1ccc(cc1)\C(=C(/C)\c2ccccc2)\c3ccc(O)cc3,test,1.3,8.886 
C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN3CCCC3)cc2)\c4ccccc4,test,0.8,9.097 
C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN3CCCCC3)cc2)\c4ccccc4,test,0.4,9.398 
CN(C)CCOc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OC(=O)C)cc3,test,22,7.658 
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN(C)C)cc3,test,34.5,7.462 
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN(C)C)cc3,test,31.9,7.496 
CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,test,7.7,8.114 
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,test,27.1,7.567 
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,test,48.4,7.315 
CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,test,12.4,7.907 
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,test,33.3,7.478 
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,test,81,7.092 
CC(C)CN1CCc2cc(O)ccc2[C@]1(C)c3ccc(\C=C\C(=O)O)cc3,test,590,6.229 
CC(C)(F)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,test,6.5,8.187 
C[C@H](CF)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,test,1.6,8.796 
C[C@H](CF)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,test,1.3,8.886 
COC[C@H](C)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,test,9.9,8.004 
CC(C)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,test,1.6,8.796 
C[C@@H]1Cc2cc(O)ccc2[C@H](N1c3ccc(OC(F)(F)F)cc3)c4ccc(\C=C\C(=O)O)cc4,test,6.1,8.215 
C[C@@H]1Cc2cc(O)ccc2[C@H](N1CC(C)(C)F)c3c(F)cc(\C=C\C(=O)O)cc3F,test,0.25,9.602 
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,test,0.37,9.432 
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,test,0.4,9.398 
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,test,1.2,8.921 
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,test,5.8,8.237 
COc1ccc2[C@H](N(CC(C)C)[C@H](C)Cc2c1)c3ccc(\C=C\C(=O)O)cc3,test,160,6.796 
CC(C)CN1[C@H](C)Cc2ccccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,test,82,7.086 
CC(C)CN1CCc2cc(O)c(C)cc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,test,43,7.367 
CC(C)CN1CCc2c(C)c(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,test,170,6.770 
CC(C)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,test,7,8.155 
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3,test,5.5,8.260 
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,test,1.3,8.886 
CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3,test,11,7.959 
CC(C)CN1CCc2cc(O)ccc2[C@@H]1c3ccc(\C=C\C(=O)O)cc3,test,42,7.377 
CC(C)CN1CCc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,test,4.4,8.357 
OC(=O)\C=C\c1ccc(cc1)C2N(CCc3cc(O)ccc23)c4ccc(OC(F)(F)F)cc4,test,35,7.456 
OC(=O)\C=C\c1ccc(cc1)C2N(Cc3ccccc3)CCc4cc(O)ccc24,test,90,7.046 
OC(=O)\C=C\c1ccc(cc1)C2N(CCc3cc(O)ccc23)c4ccccc4,test,71,7.149 
CC(C)CN1[C@@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,test,960,6.018 
CCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,test,61,7.215 
CCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,test,49,7.310 
CCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,test,40,7.398 
CCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,test,5.9,8.229 
CCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,test,28,7.553 
CCCCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,test,11,7.959 
CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,test,1.8,8.745 
CCc1ccc2c(c1)C(Cc3cc(O)cc(C)c23)c4ccc(OCCN5CCOCC5)cc4,test,9,8.046 
CNCCCCCCCCCCCCn1c(c(C)c2cc(O)ccc12)c3ccc(O)cc3,test,380,6.420 
Cc1c(c2ccc(O)cc2)n(CCCCn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)c6ccc(O)cc16,test,436,6.361 
COc1ccc(\C=C(\C(=O)N(C)CCCCCCCCCCCCn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)/c5cc(OC)c(OC)c(OC)c5)cc1O,test,574,6.241 
CN1CCN(CCOc2ccc(cc2)N3C(=O)c4cc(O)ccc4C5=C3c6ccc(O)cc6C5=O)CC1,test,10600,4.975 
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCOCC5)cc4)c6ccc(O)cc6C3=O,test,19800,4.703 
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6C3=O,test,3400,5.469 
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCC5)cc4)c6ccc(O)cc6C3=O,test,7200,5.143 
CCN(CC)CCOc1ccc(cc1)N2C(=O)c3cc(O)ccc3C4=C2c5ccc(O)cc5C4=O,test,6700,5.174 
CN(C)CCOc1ccc(cc1)N2C(=O)c3cc(O)ccc3C4=C2c5ccc(O)cc5C4=O,test,7600,5.119 
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCN(C)CC5)cc4)c6ccc(OC)cc6C3=O,test,35200,4.453 
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCCCC5)cc4)c6ccc(OC)cc6C3=O,test,38300,4.417 
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCCC5)cc4)c6ccc(OC)cc6C3=O,test,40300,4.395 
CCN(CC)CCCOc1ccc(cc1)N2C(=O)c3cc(OC)ccc3C4=C2c5ccc(OC)cc5C4=O,test,39800,4.400 
